0.67,0.015401
2.01,0.014651
3.35,0.014351
4.69,0.016201
6.03,0.015601
7.37,0.014251
8.71,0.014601
10.05,0.016201
11.39,0.016201
12.73,0.014051
14.07,0.015351
15.41,0.014101
16.75,0.016501
18.09,0.015301
19.43,0.015751
20.77,0.017651
22.11,0.016201
23.45,0.015751
24.79,0.017001
26.13,0.018151
27.47,0.015551
28.81,0.016951
30.15,0.018001
31.49,0.017801
32.83,0.018151
34.17,0.020351
35.51,0.020401
36.85,0.019651
38.19,0.019101
39.53,0.021751
40.87,0.022151
42.21,0.021401
43.55,0.023901
44.89,0.025001
46.23,0.028601
47.57,0.030352
48.91,0.029651
50.25,0.032852
51.59,0.032602
52.93,0.033652
54.27,0.034752
55.61,0.033252
56.95,0.032552
58.29,0.025351
59.63,0.026051
60.97,0.017851
62.31,0.015501
63.65,0.011751
64.99,0.0086004
66.33,0.0056503
67.67,0.0033502
69.01,0.0018001
70.35,0.0013001
71.69,0.00055003
73.03,5.0003e-05
74.37,0.00015001
75.71,0.00015001
77.05,0.00010001
78.39,5.0003e-05
79.73,5.0003e-05
