0.00559	21.26335
0.01117	10.70317
0.01676	1.8519
0.02235	-3.16551
0.02793	-4.12279
0.03352	-2.369
0.03911	0.08759
0.04469	1.61129
0.05028	1.60248
0.05587	0.53199
0.06145	-0.58183
0.06704	-0.90769
0.07263	-0.322
0.07821	0.56599
0.0838	0.88027
0.08939	0.15742
0.09497	-1.15804
0.10056	-1.70463
0.10615	0.27285
0.11173	6.10429
0.11732	15.97738
0.12291	28.6786
0.12849	41.92592
0.13408	53.14044
0.13966	60.29943
0.14525	62.49119
0.15084	59.95806
0.15642	53.67623
0.16201	44.74306
0.1676	33.91156
0.17318	21.50021
0.17877	7.68082
0.18436	-7.06746
0.18994	-21.64009
0.19553	-34.34697
0.20112	-43.33072
0.2067	-47.17167
0.21229	-45.38042
0.21788	-38.53287
0.22346	-27.98678
0.22905	-15.33335
0.23464	-1.867
0.24022	11.66678
0.24581	24.94589
0.2514	37.67895
0.25698	49.20118
0.26257	58.31905
0.26816	63.52539
0.27374	63.50319
0.27933	57.67493
0.28492	46.52304
0.2905	31.51856
0.29609	14.69008
0.30168	-1.96151
0.30726	-16.93397
0.31285	-29.38876
0.31844	-38.98948
0.32402	-45.56238
0.32961	-48.80813
0.3352	-48.24403
0.34078	-43.41159
0.34637	-34.22634
0.35196	-21.2632
0.35754	-5.80504
0.36313	10.39
0.36872	25.49823
0.3743	38.02653
0.37989	47.02542
0.38547	52.06104
0.39106	53.02376
0.39665	49.93193
0.40223	42.87142
0.40782	32.10816
0.41341	18.28627
0.41899	2.55345
0.42458	-13.51653
0.43017	-28.22217
0.43575	-40.13842
0.44134	-48.43759
0.44693	-52.96836
0.45251	-54.05792
0.4581	-52.15165
0.46369	-47.49551
0.46927	-40.04466
0.47486	-29.6557
0.48045	-16.45559
0.48603	-1.17082
0.49162	14.79228
0.49721	29.59954
0.50279	41.47833
0.50838	49.21574
0.51397	52.42354
0.51955	51.44533
0.52514	46.97049
0.53073	39.57746
0.53631	29.46884
0.5419	16.55676
0.54749	0.86093
0.55307	-17.00165
0.55866	-35.52741
0.56425	-52.44503
0.56983	-65.24889
0.57542	-71.93911
0.58101	-71.64267
0.58659	-64.83441
0.59218	-53.06292
0.59777	-38.31998
0.60335	-22.35773
0.60894	-6.26915
0.61453	9.49712
0.62011	24.74352
0.6257	39.00022
0.63128	51.18205
0.63687	59.63866
0.64246	62.60725
0.64804	58.87086
0.65363	48.31948
0.65922	32.15409
0.6648	12.63892
0.67039	-7.49126
0.67598	-25.72112
0.68156	-40.27674
0.68715	-50.31637
0.69274	-55.78816
0.69832	-57.0916
0.70391	-54.73271
0.7095	-49.12015
0.71508	-40.5472
0.72067	-29.30446
0.72626	-15.82079
0.73184	-0.74754
0.73743	15.04083
0.74302	30.50172
0.7486	44.48988
0.75419	55.8125
0.75978	63.29456
0.76536	65.89661
0.77095	62.9079
0.77654	54.18306
0.78212	40.33419
0.78771	22.77172
0.7933	3.52728
0.79888	-15.12205
0.80447	-31.11691
0.81006	-43.00676
0.81564	-50.13204
0.82123	-52.54863
0.82682	-50.75549
0.8324	-45.3669
0.83799	-36.88177
0.84358	-25.64168
0.84916	-11.96972
0.85475	3.60707
0.86034	20.18352
0.86592	36.45194
0.87151	50.85261
0.87709	61.84407
0.88268	68.19254
0.88827	69.18503
0.89385	64.71614
0.89944	55.25478
0.90503	41.73437
0.91061	25.41556
0.9162	7.75084
0.92179	-9.74383
0.92737	-25.6167
0.93296	-38.60642
0.93855	-47.74996
0.94413	-52.44833
0.94972	-52.47554
0.95531	-47.94118
0.96089	-39.23838
0.96648	-27.0123
0.97207	-12.16156
0.97765	4.15076
0.98324	20.52593
0.98883	35.44345
0.99441	47.46603
1	55.48624
1.00559	58.92537
1.01117	57.79752
1.01676	52.60386
1.02235	44.10018
1.02793	33.04546
1.03352	20.05256
1.03911	5.61193
1.04469	-9.73264
1.05028	-25.16485
1.05587	-39.47704
1.06145	-51.1558
1.06704	-58.67817
1.07263	-60.91591
1.07821	-57.48128
1.0838	-48.86345
1.08939	-36.29333
1.09497	-21.39379
1.10056	-5.76289
1.10615	9.34288
1.11173	23.11776
1.11732	35.10488
1.12291	44.97675
1.12849	52.33277
1.13408	56.621
1.13966	57.21572
1.14525	53.60175
1.15084	45.57406
1.15642	33.37054
1.16201	17.70454
1.1676	-0.28442
1.17318	-19.11986
1.17877	-37.08926
1.18436	-52.36427
1.18994	-63.1728
1.19553	-68.04511
1.20112	-66.1101
1.2067	-57.36038
1.21229	-42.77557
1.21788	-24.21756
1.22346	-4.08863
1.22905	15.15992
1.23464	31.5128
1.24022	43.71041
1.24581	51.31162
1.2514	54.51518
1.25698	53.85054
1.26257	49.88771
1.26816	43.08246
1.27374	33.7901
1.27933	22.39344
1.28492	9.44352
1.2905	-4.2764
1.29609	-17.79547
1.30168	-30.07609
1.30726	-40.14454
1.31285	-47.17734
1.31844	-50.53431
1.32402	-49.77357
1.32961	-44.69523
1.3352	-35.43185
1.34078	-22.5524
1.34637	-7.10942
1.35196	9.436
1.35754	25.4252
1.36313	39.29242
1.36872	49.82917
1.3743	56.32239
1.37989	58.52694
1.38547	56.51749
1.39106	50.52569
1.39665	40.86835
1.40223	28.00881
1.40782	12.70247
1.41341	-3.88909
1.41899	-20.2299
1.42458	-34.62943
1.43017	-45.58712
1.43575	-52.11897
1.44134	-53.91934
1.44693	-51.28838
1.45251	-44.8752
1.4581	-35.38254
1.46369	-23.3942
1.46927	-9.41109
1.47486	5.94569
1.48045	21.71262
1.48603	36.51365
1.49162	48.73537
1.49721	56.90232
1.50279	60.08522
1.50838	58.14156
1.51397	51.66639
1.51955	41.68254
1.52514	29.24018
1.53073	15.14453
1.53631	-0.04406
1.5419	-15.75524
1.54749	-31.07494
1.55307	-44.57288
1.55866	-54.45778
1.56425	-59.04883
1.56983	-57.36554
1.57542	-49.54694
1.58101	-36.87381
1.58659	-21.35717
1.59218	-5.07628
1.59777	10.42012
1.60335	24.3684
1.60894	36.60296
1.61453	47.06861
1.62011	55.33808
1.6257	60.43795
1.63128	61.11486
1.63687	56.42287
1.64246	46.31962
1.64804	31.932
1.65363	15.31354
1.65922	-1.21806
1.6648	-15.84555
1.67039	-27.73589
1.67598	-37.00065
1.68156	-44.16694
1.68715	-49.45971
1.69274	-52.30853
1.69832	-51.38431
1.70391	-45.19424
1.7095	-32.95936
1.71508	-15.32869
1.72067	5.4589
1.72626	26.09523
1.73184	43.20339
1.73743	54.38152
1.74302	58.83289
1.7486	57.3306
1.75419	51.58652
1.75978	43.36982
1.76536	33.81184
1.77095	23.2047
1.77654	11.32644
1.78212	-1.94671
1.78771	-16.10978
1.7933	-29.87858
1.79888	-41.49483
1.80447	-49.31516
1.81006	-52.37177
1.81564	-50.62776
1.82123	-44.83032
1.82682	-36.08374
1.8324	-25.39952
1.83799	-13.46439
1.84358	-0.71641
1.84916	12.37087
1.85475	25.01712
1.86034	36.0803
1.86592	44.28303
1.87151	48.60835
1.87709	48.64433
1.88268	44.6798
1.88827	37.49516
1.89385	27.96934
1.89944	16.73354
1.90503	4.07775
1.91061	-9.83114
1.9162	-24.54857
1.92179	-39.01936
1.92737	-51.54547
1.93296	-60.13601
1.93855	-63.11583
1.94413	-59.72019
1.94972	-50.39466
1.95531	-36.65662
1.96089	-20.587
1.96648	-4.19598
1.97207	11.04816
1.97765	24.34105
1.98324	35.32426
1.98883	43.71408
1.99441	49.03078
2	50.60396
2.00559	47.85532
2.01117	40.68824
2.01676	29.74172
2.02235	16.33457
2.02793	2.09642
2.03352	-11.53967
2.03911	-23.72227
2.04469	-34.24091
2.05028	-43.22827
2.05587	-50.67032
2.06145	-56.0048
2.06704	-58.05776
2.07263	-55.40255
2.07821	-47.0077
2.0838	-32.87939
2.08939	-14.38342
2.09497	5.93672
2.10056	25.00627
2.10615	40.08325
2.11173	49.49715
2.11732	52.97786
2.12291	51.47124
2.12849	46.55633
2.13408	39.73653
2.13966	31.90808
2.14525	23.20878
2.15084	13.27128
2.15642	1.73047
2.16201	-11.26334
2.1676	-24.75974
2.17318	-37.07797
2.17877	-46.20504
2.18436	-50.36673
2.18994	-48.55632
2.19553	-40.8333
2.20112	-28.29923
2.2067	-12.77943
2.21229	3.65959
2.21788	19.18243
2.22346	32.49425
2.22905	42.91251
2.23464	50.22423
2.24022	54.43337
2.24581	55.53472
2.2514	53.42247
2.25698	47.96719
2.26257	39.20904
2.26816	27.55639
2.27374	13.87592
2.27933	-0.58589
2.28492	-14.42632
2.2905	-26.3598
2.29609	-35.4236
2.30168	-41.03848
2.30726	-42.92805
2.31285	-40.97876
2.31844	-35.15343
2.32402	-25.53447
2.32961	-12.48628
2.3352	3.16191
2.34078	20.04889
2.34637	36.4245
2.35196	50.49274
2.35754	60.83105
2.36313	66.7037
2.36872	68.12335
2.3743	65.63475
2.37989	59.93754
2.38547	51.55427
2.39106	40.73005
2.39665	27.62456
2.40223	12.68772
2.40782	-3.01159
2.41341	-17.73491
2.41899	-29.40277
2.42458	-36.20261
2.43017	-37.20951
2.43575	-32.71552
2.44134	-24.08465
2.44693	-13.17813
2.45251	-1.61418
2.4581	9.77892
2.46369	21.04457
2.46927	32.67576
2.47486	44.91325
2.48045	57.14531
2.48603	67.75418
2.49162	74.53659
2.49721	75.53256
