0.3375,0.0093505
1.0125,0.0086504
1.6875,0.0094505
2.3625,0.0095505
3.0375,0.0097005
3.7125,0.0090505
4.3875,0.0094505
5.0625,0.010451
5.7375,0.0087004
6.4125,0.0093505
7.0875,0.0084004
7.7625,0.0094005
8.4375,0.0077504
9.1125,0.0083504
9.7875,0.0087504
10.462,0.010751
11.137,0.0094505
11.812,0.010051
12.487,0.0093005
13.162,0.011251
13.837,0.0094505
14.512,0.0095005
15.187,0.0099005
15.862,0.0094505
16.537,0.0099505
17.212,0.010301
17.887,0.0099505
18.562,0.010501
19.237,0.0094005
19.912,0.0094505
20.587,0.010101
21.262,0.010151
21.937,0.0098505
22.612,0.010251
23.287,0.010201
23.962,0.010401
24.637,0.011851
25.312,0.010351
25.987,0.010601
26.662,0.012051
27.337,0.011901
28.012,0.012151
28.687,0.011851
29.362,0.011451
30.037,0.013251
30.712,0.013901
31.387,0.012301
32.063,0.012901
32.737,0.012851
33.412,0.013051
34.087,0.013751
34.762,0.014401
35.437,0.014951
36.112,0.014551
36.787,0.015751
37.462,0.017801
38.137,0.017101
38.812,0.017901
39.487,0.016751
40.162,0.018201
40.837,0.018651
41.512,0.018151
42.187,0.020151
42.862,0.018801
43.537,0.019451
44.212,0.018551
44.887,0.018901
45.562,0.018701
46.237,0.017751
46.912,0.016801
47.587,0.016101
48.262,0.015001
48.937,0.015201
49.612,0.012801
50.287,0.011551
50.962,0.0089504
51.637,0.0081504
52.312,0.0084004
52.987,0.0071004
53.662,0.0064003
54.337,0.0048502
55.012,0.0039502
55.687,0.0032502
56.362,0.0022501
57.037,0.0023001
57.712,0.0024501
58.387,0.0017001
59.062,0.0014001
59.737,0.0011001
60.412,0.00080004
61.087,0.00055003
61.762,0.00040002
62.437,0.00065003
63.112,0.00040002
63.787,0.00025001
64.462,0.00025001
65.137,0
65.812,0.00015001
66.487,0.00010001
67.162,5.0003e-05
