0.645,0.010651
1.935,0.011601
3.225,0.0097505
4.515,0.010201
5.805,0.011151
7.095,0.011201
8.385,0.010201
9.675,0.010801
10.965,0.0099005
12.255,0.011051
13.545,0.010951
14.835,0.011001
16.125,0.0092505
17.415,0.010651
18.705,0.010701
19.995,0.010301
21.285,0.011451
22.575,0.010801
23.865,0.010251
25.155,0.010301
26.445,0.010651
27.735,0.0083004
29.025,0.010101
30.315,0.010351
31.605,0.010451
32.895,0.010951
34.185,0.011251
35.475,0.010051
36.765,0.010401
38.055,0.011001
39.345,0.010251
40.635,0.010001
41.925,0.0098005
43.215,0.010551
44.505,0.0098005
45.795,0.011301
47.085,0.010451
48.375,0.0090005
49.665,0.010601
50.955,0.011101
52.245,0.010451
53.535,0.011351
54.825,0.010551
56.115,0.0094505
57.405,0.011001
58.695,0.011451
59.985,0.011251
61.275,0.011451
62.565,0.011201
63.855,0.011601
65.145,0.011201
66.435,0.011651
67.725,0.010351
69.015,0.011351
70.305,0.012301
71.595,0.013501
72.885,0.012801
74.175,0.012751
75.465,0.013951
76.755,0.013751
78.045,0.015001
79.335,0.013901
80.625,0.016801
81.915,0.015651
83.205,0.017301
84.495,0.017951
85.785,0.017851
87.075,0.018051
88.365,0.019551
89.655,0.018151
90.945,0.018851
92.235,0.018951
93.525,0.017601
94.815,0.016851
96.105,0.016051
97.395,0.013501
98.685,0.014151
99.975,0.011951
101.26,0.010601
102.55,0.010201
103.84,0.0068003
105.14,0.0065503
106.42,0.0046502
107.72,0.0030002
109,0.0025001
110.3,0.0024001
111.58,0.0012001
112.87,0.00090005
114.16,0.00010001
115.45,0.00025001
116.74,0.00035002
118.03,0.00015001
119.32,5.0003e-05
120.61,0.00015001
121.9,0
123.19,0
124.48,5.0003e-05
125.77,0
127.06,5.0003e-05
128.35,5.0003e-05
