x	y
mm	mm
camera frame	camera frame
95.4860576923077	62.1317307692308
95.7721153846154	61.2735576923077
95.94375	60.3009615384616
96.0581730769231	59.3283653846154
96.0581730769231	58.2985576923077
95.94375	57.3259615384616
95.6576923076923	56.3533653846154
95.2572115384615	55.4379807692308
94.7995192307692	54.5798076923077
94.2274038461539	53.8360576923077
93.5408653846154	53.0923076923077
92.7971153846154	52.4629807692308
91.9961538461539	51.9480769230769
91.1951923076923	51.4903846153846
90.3942307692308	51.0899038461539
89.4788461538462	50.8610576923077
88.5634615384616	50.6894230769231
87.6480769230769	50.6322115384616
86.7326923076923	50.6322115384616
85.8173076923077	50.8038461538462
84.9591346153846	51.0899038461539
84.1009615384615	51.4903846153846
83.3	52.0052884615385
82.55625	52.5774038461539
81.9269230769231	53.2639423076923
81.4120192307692	54.0649038461539
81.0115384615385	54.9230769230769
80.6682692307692	55.78125
80.4394230769231	56.6966346153846
80.3822115384615	57.6692307692308
80.3822115384615	58.5846153846154
80.4966346153846	59.5572115384616
80.7826923076923	60.4725961538462
81.1259615384616	61.3307692307692
81.6408653846154	62.1889423076923
82.2129807692308	62.9326923076923
82.8423076923077	63.6764423076923
83.5860576923077	64.3629807692308
84.4442307692308	64.9350961538462
85.3596153846154	65.45
86.3322115384616	65.7932692307692
87.3620192307692	66.0221153846154
88.3918269230769	66.1365384615385
89.4788461538462	66.1365384615385
90.5086538461539	65.9649038461539
91.48125	65.7360576923077
92.3966346153846	65.3927884615385
93.2548076923077	64.9923076923077
94.0557692307693	64.4774038461539
94.7423076923077	63.9052884615385
95.4288461538462	63.2759615384616
96.0009615384616	62.6466346153846
96.4586538461539	61.9028846153846
96.9163461538462	61.1019230769231
97.2024038461539	60.24375
97.43125	59.3283653846154
97.5456730769231	58.2985576923077
97.6028846153847	57.3831730769231
97.43125	56.3533653846154
97.2024038461539	55.4379807692308
96.8591346153846	54.5798076923077
96.4014423076923	53.7788461538462
95.8865384615385	53.0350961538462
95.2572115384615	52.3485576923077
94.5706730769231	51.7192307692308
93.8269230769231	51.2043269230769
93.0831730769231	50.8038461538462
92.3394230769231	50.4605769230769
91.5384615384615	50.1745192307692
90.6802884615385	50.0028846153846
89.8793269230769	49.9456730769231
89.0211538461539	50.0028846153846
88.2201923076923	50.1745192307692
87.4764423076923	50.4605769230769
86.7326923076923	50.8610576923077
86.0461538461539	51.31875
85.4168269230769	51.8908653846154
84.9591346153846	52.5774038461539
84.5586538461539	53.3211538461539
84.2153846153846	54.1221153846154
84.04375	54.9230769230769
83.9865384615385	55.78125
83.9865384615385	56.6394230769231
84.1009615384615	57.4975961538462
84.3870192307692	58.3557692307692
84.7875	59.1567307692308
85.3024038461539	59.9576923076923
85.8745192307693	60.6442307692308
86.5610576923077	61.3307692307692
87.3048076923077	61.9600961538462
88.1057692307692	62.4177884615385
89.0211538461539	62.8754807692308
89.9365384615385	63.1615384615385
90.9663461538462	63.3903846153846
91.9961538461539	63.5048076923077
93.0831730769231	63.4475961538462
94.1129807692308	63.2759615384616
95.2	62.9899038461539
96.2298076923077	62.6466346153846
97.2024038461539	62.1889423076923
98.060576923077	61.5596153846154
98.8043269230769	60.9302884615385
99.5480769230769	60.24375
100.234615384615	59.5
100.806730769231	58.6418269230769
101.321634615385	57.7836538461539
101.779326923077	56.9254807692308
102.122596153846	55.9528846153846
102.351442307692	54.8658653846154
